polling_station_id,address,longitude,latitude,area_name
257,花蓮縣光復鄉大全村15鄰建國路一段27號,121.4281843,23.6157606,大全村
258,花蓮縣光復鄉大興村4鄰民權街17號,121.3982919,23.6320721,大興村
259,花蓮縣光復鄉大富村2鄰明德路58巷1號,121.3910935,23.6055405,大富村
260,花蓮縣光復鄉大豐村3鄰尚德街31號,121.3875877,23.6039288,大豐村
261,花蓮縣豐濱鄉靜浦村7鄰靜浦247號,121.498358,23.459475,靜浦村
262,花蓮縣豐濱鄉港口村7鄰港口118號,121.502856,23.476419,港口村
263,花蓮縣豐濱鄉豐濱村6鄰民族街5號,121.520752,23.5975123,豐濱村
264,花蓮縣豐濱鄉豐濱村31鄰光豐路26號,121.5214776,23.60075,豐濱村
265,花蓮縣豐濱鄉豐濱村25鄰豐富71號,121.5095908,23.6060909,豐濱村
266,花蓮縣豐濱鄉新社村7鄰新社145號,121.536929,23.653338,新社村
267,花蓮縣豐濱鄉磯崎村5鄰磯崎71號,121.547643,23.707453,磯崎村
275,花蓮縣瑞穗鄉瑞穗村14鄰民生街63巷38號,121.378654,23.4987183,瑞穗村
276,花蓮縣瑞穗鄉瑞穗村14鄰民生街41號,121.3787495,23.4997383,瑞穗村
277,花蓮縣瑞穗鄉瑞美村13鄰中山路二段387號,121.3911567,23.4936344,瑞美村
278,花蓮縣瑞穗鄉瑞美村13鄰中山路二段389號,121.391504,23.4928908,瑞美村
279,花蓮縣瑞穗鄉瑞良村10鄰信義路3號,121.3940199,23.4924392,瑞良村
280,花蓮縣瑞穗鄉瑞祥村4鄰祥北路二段127號,121.3587795,23.4998857,瑞祥村
281,花蓮縣瑞穗鄉瑞北村4鄰祥北路一段54之1號,121.3767365,23.5265434,瑞北村
282,花蓮縣瑞穗鄉舞鶴村14鄰中正南路二段278號,121.3532919,23.4523455,舞鶴村
283,花蓮縣瑞穗鄉鶴岡村14鄰興鶴路一段85之6號,121.3914006,23.5106158,鶴岡村
284,花蓮縣瑞穗鄉奇美村3鄰奇美16號,121.499037,23.4613537,奇美村
285,花蓮縣瑞穗鄉富源村10鄰學士路31號,121.3758253,23.5784457,富源村
286,花蓮縣瑞穗鄉富民村2鄰中正路一段208之1號,121.374099,23.574206,富民村
287,花蓮縣瑞穗鄉富興村13鄰東興路123之1號,121.4056153,23.5697334,富興村
317,花蓮縣富里鄉吳江村6鄰吳江65之3號,121.336749,23.26105,吳江村
318,花蓮縣富里鄉東里村3鄰大莊路141號,121.3058871,23.2698309,東里村
319,花蓮縣富里鄉萬寧村7鄰鎮寧100號,121.3141291,23.238678,萬寧村
320,花蓮縣富里鄉竹田村1鄰東竹10號,121.284044,23.222035,新興村
321,花蓮縣富里鄉竹田村17鄰富田3號,121.2794359,23.2146512,竹田村
322,花蓮縣富里鄉羅山村9鄰東湖15之1號,121.2969674,23.1838646,羅山村
323,花蓮縣富里鄉石牌村8鄰富北51之2號,121.2798538,23.2251453,石牌村
324,花蓮縣富里鄉明里村3鄰明里37號,121.252487,23.2005495,明里村
325,花蓮縣富里鄉富里村33鄰中山路205號,121.2483291,23.1759054,富里村
326,花蓮縣富里鄉永豐村10鄰永豐20之1號,121.2683591,23.1635144,永豐村
